label,review,review_,senti_words,sum,sum_senti_words
0,the only element of suspense is whether the movie will change titles or distributors again before the closing credits roll,the only element of suspense be whether the movie will change title or distributor again before the close credit roll,ill change close,20,3
0,a backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship,a backhand ode to female camaraderie pen by a man who ha little clue about either the nature of woman or of friendship,back,23,1
0,"it 's so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in bridget jones 's diary","it 's so tedious that it make you forgive every fake , dishonest , entertain and , ultimately , more perceptive moment in bridget jones 's diary",so tedious forgive very fake dishonest honest more perceptive,27,9
0,one sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot,one slough one 's way through the mire of this allege psychological thriller in search of purpose or even a plot,rough logical ill arch even,21,5
0,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise,guilty some truly heinous rough,20,5
0,"in the era of the sopranos , it feels painfully redundant and inauthentic","in the era of the soprano , it feel painfully redundant and inauthentic",painfully fully redundant inauthentic authentic,13,5
0,some decent actors inflict big damage upon their reputations,some decent actor inflict big damage upon their reputation,some decent big,9,3
1,most of the things that made the original men in black such a pleasure are still there,most of the thing that make the original men in black such a pleasure be still there,thin original black still ill,17,5
1,"kids five and up will be delighted with the fast , funny , and even touching story parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults","kid five and up will be delight with the fast , funny , and even touch story parent may even find that it go by quickly , because it ha some of the funniest joke of any movie this year , include those intend for adult",ill light funny even quickly,46,5
0,much of what is meant to be 'inspirational' and 'uplifting' is simply distasteful to audiences not already sharing the movie 's mindset,much of what be mean to be 'inspirational' and 'uplifting' be simply distasteful to audience not already share the movie 's mindset,mean rational simply distasteful tasteful mind set,22,7
0,bond inspired \? certainly likely to have decades of life as a classic movie franchise \? let 's hope not,bond inspire \? certainly likely to have decade of life a a classic movie franchise \? let 's hope not,certainly like franchise hope,20,4
1,"the film is hard to dismiss moody , thoughtful , and lit by flashes of mordant humor","the film be hard to dismiss moody , thoughtful , and light by flash of mordant humor",hard miss thoughtful light,17,4
1,resourceful and ingenious entertainment,resourceful and ingenious entertainment,ingenious,4,1
0,new best friend 's playboy mansion presentation of college life is laugh out loud ludicrous,new best friend 's playboy mansion presentation of college life be laugh out loud ludicrous,new best resent loud ludicrous,15,5
0,"the premise is in extremely bad taste , and the film 's supposed insights are so poorly thought out and substance free that even a high school senior taking his or her first psychology class could dismiss them","the premise be in extremely bad taste , and the film 's suppose insight be so poorly think out and substance free that even a high school senior take his or her first psychology class could dismiss them",extremely bad sigh so poor thin free even high senior first miss,38,12
0,"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here","with the exception of some fleetingly amuse improvisation by cedric the entertainer a perry 's bos , there be n't a redeem moment here",,24,0
0,"what john does is heroic , but we do n't condone it , one of the film 's stars recently said , a tortuous comment that perfectly illustrates the picture 's moral schizophrenia","what john doe be heroic , but we do n't condone it , one of the film 's star recently say , a tortuous comment that perfectly illustrate the picture 's moral schizophrenia",heroic condone star perfectly ill,33,5
1,bullock does a good job here of working against her natural likability,bullock doe a good job here of work against her natural likability,good natural,12,2
0,"post september 11 , the sum of all fears seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves","post september 11 , the sum of all fear seem more tacky and reprehensible , manipulate our collective fear without bestow the subject with the intelligence or sincerity it unequivocally deserve",fear best sincerity unequivocally equivocally,31,5
0,"anyone who suffers through this film deserves , at the very least , a big box of consolation candy","anyone who suffer through this film deserve , at the very least , a big box of consolation candy",rough big,19,2
0,thoroughly awful,thoroughly awful,thoroughly roughly awful,2,3
0,"though this rude and crude film does deliver a few gut busting laughs , its digs at modern society are all things we 've seen before","though this rude and crude film doe deliver a few gut bust laugh , it dig at modern society be all thing we 've see before",rude crude modern thin,26,4
1,"the film 's highlight is definitely its screenplay , both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations","the film 's highlight be definitely it screenplay , both for the rhapsodic dialogue that jump off the page , and for the memorable character creation",high light definitely rhapsodic memorable able,26,6
1,"by the time it 's done with us , mira nair 's new movie has its audience giddy with the delight of discovery , of having been immersed in a foreign culture only to find that human nature is pretty much the same all over","by the time it 's do with u , mira nair 's new movie ha it audience giddy with the delight of discovery , of have be immerse in a foreign culture only to find that human nature be pretty much the same all over",new giddy light pretty,45,4
0,"lyne 's latest , the erotic thriller unfaithful , further demonstrates just how far his storytelling skills have eroded","lyne 's latest , the erotic thriller unfaithful , further demonstrate just how far his storytelling skill have erode",erotic ill faithful just,19,4
1,"a bilingual charmer , just like the woman who inspired it","a bilingual charmer , just like the woman who inspire it",just like,11,2
0,"a plotline that 's as lumpy as two day old porridge the filmmakers' paws , sad to say , were all over this un bear able project !","a plotline that 's a lumpy a two day old porridge the filmmakers' paw , sad to say , be all over this un bear able project !",old sad able,28,3
1,"evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes","evoke the frustration , the awkwardness and the euphoria of grow up , without rely on the usual trope",awkwardness,19,1
0,"sweet gentle jesus , did the screenwriters just do a cut and paste of every bad action movie line in history \?","sweet gentle jesus , do the screenwriter just do a cut and paste of every bad action movie line in history \?",sweet gentle just very bad,22,5
0,"the film feels formulaic , its plot and pacing typical hollywood war movie stuff , while the performances elicit more of a sense of deja vu than awe","the film feel formulaic , it plot and pace typical hollywood war movie stuff , while the performance elicit more of a sense of deja vu than awe",ace typical licit,28,3
0,the only time 8 crazy nights comes close to hitting a comedic or satirical target is during the offbeat musical numbers,the only time 8 crazy night come close to hit a comedic or satirical target be during the offbeat musical number,close,21,1
0,"so much facile technique , such cute ideas , so little movie","so much facile technique , such cute idea , so little movie",such cute,12,2
0,wait for pay per view or rental but do n't dismiss barbershop out of hand,wait for pay per view or rental but do n't dismiss barbershop out of hand,miss,15,1
0,a decidedly mixed bag,a decidedly mix bag,mix,4,1
0,although this idea is new the results are tired,although this idea be new the result be tire,new,9,1
1,"often gruelling and heartbreaking to witness , but seldahl and wollter 's sterling performances raise this far above the level of the usual maudlin disease movie","often gruelling and heartbreaking to witness , but seldahl and wollter 's sterling performance raise this far above the level of the usual maudlin disease movie",gruelling level,26,2
0,rarely has a film 's title served such dire warning,rarely ha a film 's title serve such dire warn,rarely such dire,10,3
1,an epic of grandeur and scale that 's been decades gone from the popcorn pushing sound stages of hollywood,an epic of grandeur and scale that 's be decade go from the popcorn push sound stage of hollywood,epic grand sound,19,3
1,sparse but oddly compelling,sparse but oddly compel,odd,4,1
1,"it strikes hardest when it reminds you how pertinent its dynamics remain fifty years after the fact , the world 's political situation seems little different , and director phillip noyce brings out the allegory with remarkable skill","it strike hardest when it remind you how pertinent it dynamic remain fifty year after the fact , the world 's political situation seem little different , and director phillip noyce bring out the allegory with remarkable skill",hard mind how pertinent dynamic main politic dire ill remarkable able,38,11
1,it will delight newcomers to the story and those who know it from bygone days,it will delight newcomer to the story and those who know it from bygone day,ill light new,15,3
0,"costner 's warm milk persona is just as ill fitting as shadyac 's perfunctory directing chops , and some of the more overtly silly dialogue would sink laurence olivier","costner 's warm milk persona be just a ill fit a shadyac 's perfunctory direct chop , and some of the more overtly silly dialogue would sink laurence olivier",warm just ill fit shady perfunctory dire more overtly silly,29,10
1,the most amazing super sized dosage of goofball stunts any jackass fan could want,the most amaze super size dosage of goofball stunt any jackass fan could want,most amaze super sage stun want,14,6
1,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor,my big fat greek wed us stereotype in a delightful blend of sweet romance and lovingly dish out humor,big fat reek delightful light sweet lovingly,19,7
0,"waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway","waydowntown may not be an important movie , or even a good one , but it provide a nice change of mindless pace in collision with the hot oscar season currently underway",important even good nice change mindless ace hot,32,8
1,a captivating coming of age story that may also be the first narrative film to be truly informed by the wireless age,a captivate come of age story that may also be the first narrative film to be truly inform by the wireless age,apt first truly,22,3
1,"it 's a square , sentimental drama that satisfies , as comfort food often can","it 's a square , sentimental drama that satisfy , a comfort food often can",square sentimental comfort,15,3
1,a devastating indictment of unbridled greed and materalism,a devastate indictment of unbridle greed and materalism,vast idle,8,2
0,"say this for the soundtrack , it drowns out the lousy dialogue","say this for the soundtrack , it drown out the lousy dialogue",sound lousy,12,2
1,woo 's most resonant film since the killer,woo 's most resonant film since the killer,ill,8,1
1,"if villainous vampires are your cup of blood , blade 2 is definitely a cut above the rest","if villainous vampire be your cup of blood , blade 2 be definitely a cut above the rest",villainous ill your definitely,18,4
1,"if you love motown music , you 'll love this documentary","if you love motown music , you 'll love this documentary",love,11,1
1,"feature debuter d j caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life","feature debuter d j caruso direct a crack ensemble cast , bring screenwriter tony gayton 's narcotic noir to life",so dire gay,20,3
1,a surprisingly charming and even witty match for the best of hollywood 's comic book adaptations,a surprisingly charm and even witty match for the best of hollywood 's comic book adaptation,surprising even witty best boo apt,16,6
1,a deviant topical comedy which is funny from start to finish,a deviant topical comedy which be funny from start to finish,funny star,11,2
1,"poetry in motion captured on film while it can be a bit repetitive , overall it 's an entertaining and informative documentary","poetry in motion capture on film while it can be a bite repetitive , overall it 's an entertain and informative documentary",apt,22,1
1,"enormously likable , partly because it is aware of its own grasp of the absurd","enormously likable , partly because it be aware of it own grasp of the absurd",sly likable able absurd,15,4
1,the film was immensely enjoyable thanks to great performances by both steve buscemi and rosario dawson,the film wa immensely enjoyable thank to great performance by both steve buscemi and rosario dawson,immensely enjoyable able thank great,16,5
0,"seemingly disgusted with the lazy material and the finished product 's unshapely look , director fisher stevens inexplicably dips key moments from the film in waking life water colors","seemingly disgust with the lazy material and the finish product 's unshapely look , director fisher stevens inexplicably dip key moment from the film in wake life water color",seemingly lazy unshapely shapely dire even inexplicably ably key,29,9
1,"one of recent memory 's most thoughtful films about art , ethics , and the cost of moral compromise","one of recent memory 's most thoughtful film about art , ethic , and the cost of moral compromise",most thoughtful,19,2
1,"drops you into a dizzying , volatile , pressure cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why","drop you into a dizzy , volatile , pressure cooker of a situation that quickly snowball out of control , while focus on the what much more than the why",quickly focus,30,2
1,stephen earnhart 's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens,stephen earnhart 's homespun documentary mule skinner blue ha nothing but love for it posse of trailer park denizen,blue thin love,19,3
1,"for a film that 's being advertised as a comedy , sweet home alabama is n't as funny as you 'd hoped for a film that 's being advertised as a comedy , sweet home alabama is n't as funny as you 'd hoped","for a film that 's be advertise a a comedy , sweet home alabama be n't a funny a you 'd hop for a film that 's be advertise a a comedy , sweet home alabama be n't a funny a you 'd hop",sweet funny,44,2
1,"both garcia and jagger turn in perfectly executed and wonderfully sympathetic characters , who are alternately touching and funny","both garcia and jagger turn in perfectly execute and wonderfully sympathetic character , who be alternately touch and funny",perfectly cute wonderfully fully sympathetic pathetic funny,19,7
1,this is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies,this be a sincerely craft picture that deserve to emerge from the traffic jam of holiday movie,sincerely,17,1
0,"the film starts promisingly , but the ending is all too predictable and far too cliched to really work","the film start promisingly , but the end be all too predictable and far too cliched to really work",star promisingly able really,19,4
0,"a zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and worst of all silly looking morlocks","a zippy 96 minute of mediocre special effect , hoary dialogue , flux accent , and worst of all silly look morlocks",zippy minute mediocre worst silly ill,22,6
1,"skins has a desolate air , but eyre , a native american raised by white parents , manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor","skin ha a desolate air , but eyre , a native american raise by white parent , manage to infuse the rocky path to sibling reconciliation with flash of warmth and gentle humor",desolate pat warm gentle,33,4
0,rice never clearly defines his characters or gives us a reason to care about them,rice never clearly define his character or give u a reason to care about them,clearly fine care about,15,4
0,indifferently implausible popcorn programmer of a movie,indifferently implausible popcorn programmer of a movie,indifferently,7,1
1,"it is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come","it be a film that will have people walk out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camp engage in a ferocious debate for year to come",ill rough encourage applaud laud undoubtedly doubt ferocious,39,8
1,"the trinity assembly approaches the endeavor with a shocking lack of irony , and george ratliff 's documentary , hell house , reflects their earnestness which makes for a terrifying film","the trinity assembly approach the endeavor with a shock lack of irony , and george ratliff 's documentary , hell house , reflect their earnestness which make for a terrify film",shock earnestness,31,2
1,visually captivating,visually captivate,apt,2,1
1,"if there 's nothing fresh about wannabes , which was written by mr demeo , who produced and directed the film with charles a addessi , much of the time the movie feels authentic","if there 's nothing fresh about wannabe , which wa write by mr demeo , who produce and direct the film with charles a addessi , much of the time the movie feel authentic",thin fresh dire authentic,34,4
1,"while not quite a comedy , the film tackles its relatively serious subject with an open mind and considerable good cheer , and is never less than engaging","while not quite a comedy , the film tackle it relatively serious subject with an open mind and considerable good cheer , and be never le than engage",relatively serious open mind consider able good cheer,28,8
1,"a subtle , humorous , illuminating study of politics , power and social mobility","a subtle , humorous , illuminate study of politics , power and social mobility",humorous ill politic,14,3
1,"the most audacious , outrageous , sexually explicit , psychologically probing , pure libido film of the year has arrived from portugal","the most audacious , outrageous , sexually explicit , psychologically probe , pure libido film of the year ha arrive from portugal",most audacious outrageous explicit licit logical pure,22,7
0,"la cinta comienza intentando ser un drama , r pidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible","la cinta comienza intentando ser un drama , r pidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible",intent tame,23,2
0,we get the comedy we settle for,we get the comedy we settle for,set,7,1
1,the actresses find their own rhythm and protect each other from the script 's bad ideas and awkwardness,the actress find their own rhythm and protect each other from the script 's bad idea and awkwardness,bad awkwardness,18,2
0,"the work of an exhausted , desiccated talent who ca n't get out of his own way","the work of an exhaust , desiccate talent who ca n't get out of his own way",,17,0
1,all three women deliver remarkable performances,all three woman deliver remarkable performance,remarkable able,6,2
0,amazingly lame,amazingly lame,amazingly lame,2,2
0,derailed by bad writing and possibly also by some of that extensive post production reworking to aim the film at young males in the throes of their first full flush of testosterone,derail by bad write and possibly also by some of that extensive post production rework to aim the film at young male in the throe of their first full flush of testosterone,bad extensive first lush,32,4
1,there 's no reason to miss interview with the assassin,there 's no reason to miss interview with the assassin,miss,10,1
0,glizty but formulaic and silly cagney 's 'top of the world' has been replaced by the bottom of the barrel,glizty but formulaic and silly cagney 's 'top of the world' ha be replace by the bottom of the barrel,silly ill ace,20,3
1,"cantet perfectly captures the hotel lobbies , two lane highways , and roadside cafes that permeate vincent 's days","cantet perfectly capture the hotel lobby , two lane highway , and roadside cafe that permeate vincent 's day",perfectly apt hot high,19,4
0,we may get the full visceral impact of a ruthless army on the warpath but no sense of the devilish complexity of the balkans conflict,we may get the full visceral impact of a ruthless army on the warpath but no sense of the devilish complexity of the balkan conflict,ruthless pat evil complex,25,4
1,michael gerbosi 's script is economically packed with telling scenes,michael gerbosi 's script be economically pack with tell scene,economically,10,1
0,it made me want to wrench my eyes out of my head and toss them at the screen,it make me want to wrench my eye out of my head and toss them at the screen,want to,18,2
1,"spectacular in every sense of the word , even if you don' t know an orc from a uruk hai","spectacular in every sense of the word , even if you don' t know an orc from a uruk hai",spectacular even,20,2
1,the bourne identity is what summer screen escapism used to be in the decades when it was geared more to grownups,the bourne identity be what summer screen escapism use to be in the decade when it wa gear more to grownup,,21,0
0,"there are plenty of scenes in frida that do work , but rarely do they involve the title character herself","there be plenty of scene in frida that do work , but rarely do they involve the title character herself",rarely,20,1
0,"i 've never seen \( a remake \) do anything as stomach turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic","i 've never see \( a remake \) do anything a stomach turn a the way adam sandler 's new movie rape , pillage and incinerate frank capra 's classic",thin new ill frank,30,4
1,a marvellous journey from childhood idealism to adolescent self absorption,a marvellous journey from childhood idealism to adolescent self absorption,marvellous ideal absorption,10,3
1,"in painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people , the movie exalts the marxian dream of honest working folk , with little to show for their labor , living harmoniously , joined in song","in paint an unabashedly romantic picture of a nation whose song spring directly from the life of the people , the movie exalt the marxian dream of honest work folk , with little to show for their labor , live harmoniously , join in song",abashed dire exalt dream of honest harmoniously sly,45,8
0,"the film takes the materials of human tragedy and dresses them in lovely costumes , southern california locations and star power","the film take the material of human tragedy and dress them in lovely costume , southern california location and star power",lovely star,21,2
1,a movie of technical skill and rare depth of intellect and feeling,a movie of technical skill and rare depth of intellect and feel,ill rare,12,2
0,"the redeeming feature of chan 's films has always been the action , but the stunts in the tuxedo seem tired and , what 's worse , routine","the redeem feature of chan 's film ha always be the action , but the stunt in the tuxedo seem tire and , what 's worse , routine",stun routine,28,2
0,the story is moldy and obvious,the story be moldy and obvious,old obvious,6,2
0,"like a medium grade network sitcom mostly inoffensive , fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen","like a medium grade network sitcom mostly inoffensive , fitfully amuse , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen",like inoffensive offensive fit decent low,29,6
1,those who want to be jolted out of their gourd should drop everything and run to ichi,those who want to be jolt out of their gourd should drop everything and run to ichi,want to thin,17,3
0,"the problem is that rather than dramatizing this premise , mr desplechin is content to state it","the problem be that rather than dramatize this premise , mr desplechin be content to state it",content,17,1
0,one of the worst movies of the year,one of the worst movie of the year,worst,8,1
0,director dirk shafer and co writer greg hinton ride the dubious divide where gay porn reaches for serious drama,director dirk shafer and co writer greg hinton ride the dubious divide where gay porn reach for serious drama,dire dubious gay serious,19,4
0,"has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that seagal 's overweight and out of shape","ha nothing good to speak about other than the fact that it be relatively short , try it best to hide the fact that seagal 's overweight and out of shape",thin good best overweight,31,4
0,starts as a tart little lemon drop of a movie and ends up as a bitter pill,start a a tart little lemon drop of a movie and end up a a bitter pill,star bitter ill,17,3
0,"nemesis suffers from a paunchy midsection , several plodding action sequences and a wickedly undramatic central theme","nemesis suffer from a paunchy midsection , several plod action sequence and a wickedly undramatic central theme",wicked undramatic dramatic central,17,4
0,the code talkers deserved better than a hollow tribute,the code talker deserve better than a hollow tribute,hollow low,9,2
0,the elements were all there but lack of a pyschological center knocks it flat,the element be all there but lack of a pyschological center knock it flat,logical flat,14,2
1,an engaging overview of johnson 's eccentric career,an engage overview of johnson 's eccentric career,eccentric care,8,2
0,"often likable , but just as often it 's meandering , low on energy , and too eager to be quirky at moments when a little old fashioned storytelling would come in handy","often likable , but just a often it 's meander , low on energy , and too eager to be quirky at moment when a little old fashion storytelling would come in handy",likable able just mean low too eager a little old handy,33,11
1,"behind the snow games and lovable siberian huskies \( plus one sheep dog \) , the picture hosts a parka wrapped dose of heart","behind the snow game and lovable siberian husky \( plus one sheep dog \) , the picture host a parka wrap dose of heart",lovable able husky,24,3
1,"at times the guys taps into some powerful emotions , but this kind of material is more effective on stage it 's not a motion picture it 's an utterly static picture","at time the guy tap into some powerful emotion , but this kind of material be more effective on stage it 's not a motion picture it 's an utterly static picture",some powerful kind more effective utterly static,32,7
1,miller has crafted an intriguing story of maternal instincts and misguided acts of affection,miller ha craft an intrigue story of maternal instinct and misguide act of affection,ill,14,1
0,"all the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness","all the sensuality , all the eroticism of a good vampire tale ha be , pardon the pun , suck out and replace by goth goofiness",erotic good pardon ace fine,26,5
1,"rich in shadowy metaphor and as sharp as a samurai sword , jiang wen 's devils on the doorstep is a wartime farce in the alternately comic and gut wrenching style of joseph heller or kurt vonnegut","rich in shadowy metaphor and a sharp a a samurai sword , jiang wen 's devil on the doorstep be a wartime farce in the alternately comic and gut wrench style of joseph heller or kurt vonnegut",rich shadowy sharp evil,37,4
0,a incompet ncia de marcus adams como roteirista s superada por sua p ssima dire o,a incompet ncia de marcus adam como roteirista s superada por sua p ssima dire o,super dire,16,2
0,some body smacks of exhibitionism more than it does cathartic truth telling,some body smack of exhibitionism more than it doe cathartic truth tell,,12,0
0,"in the end , tuck everlasting falls victim to that everlasting conundrum experienced by every human who ever lived too much to do , too little time to do it in","in the end , tuck everlasting fall victim to that everlasting conundrum experience by every human who ever live too much to do , too little time to do it in",,31,0
1,"as commander in chief of this film , bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world","a commander in chief of this film , bigelow demonstrate a breadth of vision and an attention to detail that propel her into the upper echelon of the direct world",chief big low prop dire,30,5
1,a richly imagined and admirably mature work from a gifted director who definitely has something on his mind,a richly imagine and admirably mature work from a gift director who definitely ha something on his mind,richly ably mature dire definitely thin mind,18,7
1,a psychic journey deep into the very fabric of iranian life,a psychic journey deep into the very fabric of iranian life,deep,11,1
0,crush could be the worst film a man has made about women since valley of the dolls,crush could be the worst film a man ha make about woman since valley of the doll,worst,17,1
1,ferrara directs the entire film with the kind of detachment that makes any given frame look like a family 's custom made christmas card,ferrara direct the entire film with the kind of detachment that make any give frame look like a family 's custom make christmas card,dire kind like,24,3
0,pumpkin wants to have it both ways,pumpkin want to have it both way,want to,7,2
1,"the digital effects reminded me of terry gilliam 's rudimentary old monty python cartoons , in which he would cut out figures from drawings and photographs and paste them together","the digital effect remind me of terry gilliam 's rudimentary old monty python cartoon , in which he would cut out figure from draw and photograph and paste them together",mind ill rudimentary dim old raw hot,30,7
1,exciting and well paced,excite and well pace,cite well ace,4,3
1,you 'd think by now america would have had enough of plucky british eccentrics with hearts of gold yet the act is still charming here,you 'd think by now america would have have enough of plucky british eccentric with heart of gold yet the act be still charm here,thin plucky lucky eccentric old still ill,25,7
0,it 's as if a bored cage spent the duration of the film 's shooting schedule waiting to scream got aids yet \?,it 's a if a bore cage spend the duration of the film 's shoot schedule wait to scream get aid yet \?,,23,0
1,"jaunty fun , with its celeb strewn backdrop well used","jaunty fun , with it celeb strew backdrop well use",back well,10,2
1,a fascinating and fun film,a fascinate and fun film,,5,0
1,"for movie lovers as well as opera lovers , tosca is a real treat","for movie lover a well a opera lover , tosca be a real treat",love well real,14,3
0,"co writer director jonathan parker 's attempts to fashion a brazil like , hyper real satire fall dreadfully short","co writer director jonathan parker 's attempt to fashion a brazil like , hyper real satire fall dreadfully short",dire attempt like real satire dread,19,6
0,"trite , banal , cliched , mostly inoffensive","trite , banal , cliched , mostly inoffensive",trite banal inoffensive offensive,8,4
1,"this is as respectful a film as byatt fans could hope for , though lovers of the book may wonder why it 's necessary","this be a respectful a film a byatt fan could hope for , though lover of the book may wonder why it 's necessary",respectful hope for love boo wonder necessary,24,7
0,"i still ca n't relate to stuart he 's a mouse , for cryin' out loud , and all he does is milk it with despondent eyes and whine that nobody treats him human enough","i still ca n't relate to stuart he 's a mouse , for cryin' out loud , and all he doe be milk it with despondent eye and whine that nobody treat him human enough",still ill loud despondent,35,4
0,"this re do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against","this re do be so dumb and so exploitative in it violence that , ironically , it become everything that the rather clumsy original wa rail against",thin rather clumsy original,27,4
1,"my big fat greek wedding is that rare animal known as 'a perfect family film , ' because it 's about family","my big fat greek wed be that rare animal know a 'a perfect family film , ' because it 's about family",big fat reek rare perfect,22,5
0,"although it starts off so bad that you feel like running out screaming , it eventually works its way up to merely bad rather than painfully awful","although it start off so bad that you feel like run out scream , it eventually work it way up to merely bad rather than painfully awful",star so feel like like even merely bad painfully fully awful,27,11
0,"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine","despite the evocative aesthetic evince the hollow state of modern love life , the film never percolate beyond a monotonous whine",aesthetic esthetic hollow low modern love monotonous,21,7
0,"it 's unfortunate that wallace , who wrote gibson 's braveheart as well as the recent pearl harbor , has such an irrepressible passion for sappy situations and dialogue","it 's unfortunate that wallace , who write gibson 's braveheart a well a the recent pearl harbor , ha such an irrepressible passion for sappy situation and dialogue",unfortunate fortunate ace brave well pass,29,6
0,"at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability all you have left is a no surprise series of explosions and violence while banderas looks like he 's not trying to laugh at how bad it","at every opportunity to do something clever , the film go right over the edge and kill every sense of believability all you have leave be a no surprise series of explosion and violence while banderas look like he 's not try to laugh at how bad it",thin clever right ill surprise like how bad,48,8
0,"there is n't nearly enough fun here , despite the presence of some appealing ingredients","there be n't nearly enough fun here , despite the presence of some appeal ingredient",,15,0
1,a deep and meaningful film,a deep and meaningful film,deep meaningful,5,2
0,has all the depth of a wading pool,ha all the depth of a wad pool,,8,0
0,gets better after foster leaves that little room,get better after foster leaf that little room,,8,0
1,"'it 's better to go in knowing full well what 's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists cynics need not apply '","'it 's better to go in know full well what 's go to happen , but will to let the earnestness of it execution and skill of it cast take you down a familiar road with a few twist cynic need not apply '",well ill earnestness familiar need,44,5
1,spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry,spielberg ha manage to marry science fiction with film noir and action flick with philosophical inquiry,philosophical,16,1
0,"its premise is smart , but the execution is pretty weary","it premise be smart , but the execution be pretty weary",smart pretty,11,2
0,what could have been right at home as a nifty plot line in steven soderbergh 's traffic fails to arrive at any satisfying destination,what could have be right at home a a nifty plot line in steven soderbergh 's traffic fail to arrive at any satisfy destination,right even,24,2
1,"the piano teacher is not an easy film it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling","the piano teacher be not an easy film it force you to watch people do unpleasant thing to each other and themselves , and it maintain a cool distance from it material that be deliberately unsettle",ache easy unpleasant pleasant thin main cool deliberately berate set,36,10
0,"even if it made its original release date last fall , it would 've reeked of a been there , done that sameness","even if it make it original release date last fall , it would 've reek of a be there , do that sameness",even original reek,23,3
1,"everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids","everything you love about it in 1982 be still there , for everybody who want to be a kid again , or show it to their own kid",thin love still ill want to,28,6
0,most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement,most of the movie be so deadly dull that watch the proverbial paint dry would be a welcome improvement,so deadly dull proverbial dry welcome,19,6
0,"there 's no real reason to see it , and no real reason not to","there 's no real reason to see it , and no real reason not to",real,15,1
0,"in this film we at least see a study in contrasts the wide range of one actor , and the limited range of a comedian","in this film we at least see a study in contrast the wide range of one actor , and the limit range of a comedian",,25,0
0,"aptly named , this shimmering , beautifully costumed and filmed production does n't work for me","aptly name , this shimmer , beautifully costume and film production doe n't work for me",aptly beautifully,16,2
0,an awful movie that will only satisfy the most emotionally malleable of filmgoers,an awful movie that will only satisfy the most emotionally malleable of filmgoers,awful ill able,13,3
0,"silly stuff , all mixed up together like a term paper from a kid who ca n't quite distinguish one sci fi work from another","silly stuff , all mix up together like a term paper from a kid who ca n't quite distinguish one sci fi work from another",silly ill mix like,25,4
0,what could have been a neat little story about believing in yourself is swamped by heavy handed melodrama,what could have be a neat little story about believe in yourself be swamp by heavy hand melodrama,neat your heavy,18,3
1,murderous maids pulls no punches in its depiction of the lives of the papin sister and the events that led to their notorious rise to infamy,murderous maid pull no punch in it depiction of the life of the papin sister and the event that lead to their notorious rise to infamy,murderous epic even notorious,26,4
0,it 's actually too sincere the crime movie equivalent of a chick flick,it 's actually too sincere the crime movie equivalent of a chick flick,actually too sincere,13,3
0,a movie that harps on media constructed 'issues' like whether compromise is the death of self this orgasm wo n't be an exceedingly memorable one for most people,a movie that harp on medium construct 'issues' like whether compromise be the death of self this orgasm wo n't be an exceedingly memorable one for most people,like exceedingly memorable able,28,4
